id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
924,"Donald Trump ""cancelled Bill Gates project known as ID2020.""",Facebook posts,models/gemini-2.5-pro,A project/alliance known as ID2020 exists.,high,Bill Gates is associated with the ID2020 project.,high,Donald Trump cancelled the ID2020 project.,high,A project/alliance known as ID2020 exists.,high,95,Likely false,"ID2020 is a private alliance, not a government project a president could cancel.",False
925,"In 1992, Mitt Romney ""gave money to Democrats for Congress.""",Newt Gingrich,models/gemini-2.5-pro,Mitt Romney gave money to Democrats.,high,The donations were for Congressional campaigns.,high,The donations occurred in 1992.,high,Mitt Romney gave money to Democrats.,high,100,Verified,Campaign finance records show Romney donated to three congressional Democrats in 1992.,True
926,"Of $60 billion Congress approved in response to Hurricane Sandy, ""only 10 percent was for disaster relief.""",Al Cardenas,models/gemini-2.5-pro,Congress approved approximately $60 billion in response to Hurricane Sandy.,high,Only 10 percent of the approved funds was for disaster relief.,high,90 percent of the Sandy relief funds were not for disaster relief.,high,Congress approved approximately $60 billion in response to Hurricane Sandy.,high,5,Likely false,"Analysis shows the vast majority of funds were for disaster recovery, repair, and mitigation projects.",False
927,"A Colgate toothpaste is subject to ""recall.""",Shared This,models/gemini-2.5-pro,A Colgate toothpaste is subject to a recall.,high,The product involved is made by Colgate.,high,The action taken is a recall.,high,A Colgate toothpaste is subject to a recall.,high,100,Verified,Colgate recalled some Elixir toothpaste products in Australia and New Zealand in late 2023.,False
928,"""Coroner saying George Floyd died of drug overdose, not police brutality.""",Bloggers,models/gemini-2.5-pro,A coroner said George Floyd died of a drug overdose.,high,A coroner said George Floyd's death was not due to police brutality.,high,George Floyd had drugs in his system.,medium,A coroner said George Floyd died of a drug overdose.,high,100,Likely false,"The official autopsy ruled the death a homicide caused by law enforcement restraint, not a drug overdose.",False
929,"""Kohl's confirmed that they will be selling BLM merchandise"" but are not selling ""back the blue"" at this time.",Facebook posts,models/gemini-2.5-pro,Kohl's confirmed that they will be selling BLM merchandise.,high,"Kohl's is not selling ""back the blue"" merchandise at this time.",high,"The decision about merchandise is a current one (""at this time"").",low,Kohl's confirmed that they will be selling BLM merchandise.,high,95,Verified,Kohl's announced merchandise supporting racial equity while not offering 'back the blue' items at that time.,False
930,"""We have the highest tax rate anywhere in the world.""",Donald Trump,models/gemini-2.5-pro,The U.S. has the highest statutory corporate tax rate in the world.,high,The U.S. has the highest top marginal personal income tax rate in the world.,high,The U.S. has the highest overall tax burden as a percentage of GDP.,high,The U.S. has the highest statutory corporate tax rate in the world.,high,95,Likely false,The U.S. does not have the highest personal tax rates or overall tax burden globally.,False
931,"""I have filed every disclosure that has ever been required.""",Gail Buckner,models/gemini-2.5-pro,Gail Buckner has filed financial disclosures.,low,Gail Buckner has filed all legally required disclosures.,high,Disclosures have been legally required of Gail Buckner.,low,Gail Buckner has filed all legally required disclosures.,high,50,Likely false,"Buckner acknowledged filing some required personal financial disclosure reports late, failing to meet legal deadlines.",True
932,"""We've had two members engage in a Democrat-led persecution of ordinary citizens who engaged in legitimate political discourse.""",Ronna McDaniel,models/gemini-2.5-pro,Two Republican members participated in a Democrat-led investigation.,high,The investigation targeted ordinary citizens.,high,"The citizens' actions were ""legitimate political discourse"".",low,Two Republican members participated in a Democrat-led investigation.,high,100,Uncertain,"While members' participation is factual, the terms 'persecution' and 'legitimate political discourse' are subjective characterizations.",False
933,"""Amendment 1 protects Florida seniors from scams and rip-offs.""",Consumers for Smart Solar,models/gemini-2.5-pro,Amendment 1 contains provisions to protect consumers.,medium,Florida seniors are specifically protected by Amendment 1.,high,Amendment 1 addresses solar-related scams and rip-offs.,medium,Florida seniors are specifically protected by Amendment 1.,high,95,Likely false,"The amendment's text protects ""consumers"" generally, without specifically mentioning or protecting seniors.",False
934,"Says a photo shows Donald Trump holding a sign that says, ""No matter who is president, Jesus is still king.""",Viral image,models/gemini-2.5-pro,A photo shows a person purported to be Donald Trump.,low,The person in the photo is holding a sign.,medium,"The sign says, ""No matter who is president, Jesus is still king.""",high,"The sign says, ""No matter who is president, Jesus is still king.""",high,0,Likely false,The image is digitally altered; the original photo showed a chart about the economy.,False
935,"ICE is in Uvalde, Texas, ""so undocumented parents have to consider arrest deportation before they go check to see if their kids are alive.""",Tweets,models/gemini-2.5-pro,"ICE is in Uvalde, Texas.",high,Undocumented parents face the risk of arrest and deportation.,high,Undocumented parents had to consider this risk before checking on their children.,medium,"ICE is in Uvalde, Texas.",high,100,Likely false,"While DHS agents were present, officials stated they would not conduct immigration enforcement at sites for victims.",False
936,Video shows Afghan riding on plane engine.,Viral image,models/gemini-2.5-pro,A video shows people clinging to a moving airplane.,high,The people in the video were Afghans at Kabul's airport.,high,An individual was shown positioned on the plane's engine.,medium,A video shows people clinging to a moving airplane.,high,100,Uncertain,"Videos show people on the landing gear housing, not directly on the engine itself.",False
937,"""Hillary Clinton lied many times to the FBI.""",Donald Trump,models/gemini-2.5-pro,Hillary Clinton was interviewed by the FBI.,high,Hillary Clinton lied to the FBI.,high,The alleged lying happened many times.,high,Hillary Clinton was interviewed by the FBI.,high,95,Likely false,FBI Director James Comey testified there was no basis to conclude she lied to the FBI.,False
938,"""Historically,"" Senate ratification of arms control treaties ""has been bipartisan.""",Mike Mullen,models/gemini-2.5-pro,The U.S. Senate is responsible for ratifying arms control treaties.,high,"Major arms control treaties, like the INF Treaty and START I, were ratified with bipartisan Senate votes.",high,The historical pattern of Senate ratification for arms control treaties is bipartisan.,medium,The U.S. Senate is responsible for ratifying arms control treaties.,high,100,Verified,Key historical arms control treaties were indeed ratified with overwhelming bipartisan support in the U.S. Senate.,True
939,"Says Democratic senators were missing ""masks"" as they huddled close together at the Judiciary Committee hearing for Amy Coney Barrett.",John Cornyn,models/gemini-2.5-pro,Democratic senators were missing masks at the Judiciary Committee hearing.,high,Democratic senators huddled close together at the Judiciary Committee hearing.,medium,The event was the Judiciary Committee hearing for Amy Coney Barrett.,high,Democratic senators were missing masks at the Judiciary Committee hearing.,high,95,Verified,Photographic evidence shows multiple Democratic senators speaking in close proximity without masks during the hearings.,False
