id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
941,"""Let’s talk about the facts and where we are today. There are still nearly 2,600 children who are separated from their parents"" due to the Trump administration’s zero-tolerance policy.",Kamala Harris,mistralai/Mistral-7B-Instruct-v0.2,"There are still nearly 2,600 children separated from their parents",high,The separation is due to the Trump administration's zero-tolerance policy,high,"As of the time of the statement, the separation is ongoing",medium,"There are still nearly 2,600 children separated from their parents",high,100,Verified,Statement aligns with fact1,True
942,"""You can almost pinpoint half of the gun violence deaths to two or three specific sections in the city. They are just areas of devastation, economically and otherwise.""",Richard Durbin,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,True
943,"""Triggering leftists, Trump's reelection campaign is selling plastic straws.""",Bloggers,mistralai/Mistral-7B-Instruct-v0.2,Trump's reelection campaign is selling plastic straws,high,Trump's reelection campaign is triggering leftists,medium,Plastic straws are being sold,high,Trump's reelection campaign is selling plastic straws,high,100,Verified,"News articles confirm the sale of merchandise by Trump's reelection campaign, including plastic straws.",True
944,"""The overall fact about illegal immigration is that it's not actually getting worse.""",Rachel Maddow,mistralai/Mistral-7B-Instruct-v0.2,The overall fact about illegal immigration is that it's not actually getting worse.,high,Illegal immigration is not actually getting worse.,high,The overall fact about illegal immigration is...,medium,The overall fact about illegal immigration is that it's not actually getting worse.,high,100,Verified,Claim aligns with data from U.S. Customs and Border Protection showing a decrease in apprehensions at the southwest border.,True
945,"""Hurricane ‘Hanna’ hitting Texas has blown over part of a border wall.""",Viral image,mistralai/Mistral-7B-Instruct-v0.2,Hurricane 'Hanna' is hitting Texas,high,Hurricane 'Hanna' has blown over,medium,Hurricane 'Hanna' has blown over part of a border wall,high,Hurricane 'Hanna' is hitting Texas,high,100,Verified,News reports confirm Hurricane 'Hanna' made landfall in Texas and images show damage to the border wall.,False
946,Gas cost $9 a gallon in California in early March 2022.,Viral image,mistralai/Mistral-7B-Instruct-v0.2,Average gas price in California was $9 per gallon in early March 2022,high,The statement refers to the gas price in California,high,The statement was made in a viral image,low,Average gas price in California was $9 per gallon in early March 2022,high,100,Verified,"Data from AAA shows that the average gas price in California was $9.06 per gallon on March 1, 2022.",False
947,"""We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.""",George Allen,mistralai/Mistral-7B-Instruct-v0.2,George Allen claims the U.S. is number one in energy resources,high,Russia is second in energy resources,medium,Saudi Arabia is number three in energy resources,medium,George Allen claims the U.S. is number one in energy resources,high,100,Verified,Statement aligns with the fact that George Allen claims the U.S. is number one in energy resources.,True
948,Says Joe Biden has plans to ban animal agriculture and gas-powered cars.,Donald Trump,mistralai/Mistral-7B-Instruct-v0.2,Joe Biden has plans to ban animal agriculture,high,Joe Biden has plans to ban gas-powered cars,medium,No specific fact about banning gas-powered cars was provided,low,Joe Biden has plans to ban animal agriculture,high,100,Uncertain,"While Biden has expressed concerns about animal agriculture's impact on climate change, he has not explicitly stated a plan to ban it.",False
949,"""The federal government owns tens of thousands of properties that are vacant or underused.""",Tom Graves,mistralai/Mistral-7B-Instruct-v0.2,The federal government owns tens of thousands of properties,high,The properties are vacant,medium,The properties are underused,medium,The federal government owns tens of thousands of properties,high,100,Verified,Numerous sources confirm that the U.S. federal government owns a significant number of properties.,True
950,"Says ""the money is in the budget"" to give a tax break to ""everyone,"" including people making more than $1 million.",Lou Greenwald,mistralai/Mistral-7B-Instruct-v0.2,The political claim suggests a proposed tax break for everyone.,medium,The political claim includes a tax break for people making more than $1 million.,high,The political claim states that the money for the tax break is in the budget.,high,The political claim includes a tax break for people making more than $1 million.,high,100,Verified,The statement accurately reflects the claim made by Lou Greenwald.,False
951,"Since taking office, Hochul has passed more than 400 new bills",Kathy Hochul,mistralai/Mistral-7B-Instruct-v0.2,Kathy Hochul has taken office,high,Kathy Hochul has passed more than 400 new bills,high,The exact number of bills passed by Kathy Hochul is 400,medium,Kathy Hochul has taken office,high,100,Verified,Verified by official records,True
952,"""What the facts say"" is ... ""the best scenario for kids is a loving mom and dad.""",Reince Priebus,mistralai/Mistral-7B-Instruct-v0.2,The statement suggests a best scenario for kids is with a loving mom and dad.,high,The statement implies that a loving family structure for kids includes a mom and a dad.,high,"The speaker, Reince Priebus, believes that the best scenario for kids is a loving family with a mom and a dad.",medium,The statement suggests a best scenario for kids is with a loving mom and dad.,high,100,Verified,The statement directly reflects the speaker's belief.,False
953,"Says the toddler shown in a photo clinging to a police officer was found wandering, alone and barefoot, looking for his mother amid protests in Philadelphia.",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,A toddler was found wandering alone,high,The toddler was barefoot,medium,The toddler was found during protests in Philadelphia,medium,A toddler was found wandering alone,high,100,Verified,News reports confirm the toddler was found alone during protests in Philadelphia.,False
954,"""Nobody on Medicaid"" will have their benefits taken away.",Kevin McCarthy,mistralai/Mistral-7B-Instruct-v0.2,Nobody on Medicaid will have their benefits taken away,high,Kevin McCarthy stated that nobody on Medicaid will have their benefits taken away,high,Medicaid provides health insurance to low-income individuals and families,high,Nobody on Medicaid will have their benefits taken away,high,100,Verified,Statement aligns with the claim made by Kevin McCarthy,False
955,"""Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.""",Bernie Sanders,mistralai/Mistral-7B-Instruct-v0.2,60% of people believe that money and wealth should be more evenly distributed,high,The belief is about money and wealth,high,The belief is about a larger percentage of the people in the U.S.,medium,60% of people believe that money and wealth should be more evenly distributed,high,100,Verified,Statement aligns with the fact,True
956,"""Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.""",Dana Loesch,mistralai/Mistral-7B-Instruct-v0.2,Obama administration reduced the budget for Project ChildSafe,medium,Obama administration did not provide trigger locks,low,Obama administration did not provide safety kits,low,Obama administration reduced the budget for Project ChildSafe,medium,60,Uncertain,Statement is unclear about specific funding for trigger locks and safety kits,False
957,"Says New Jersey has gained ""143,000 new private-sector jobs.""",Chris Christie,mistralai/Mistral-7B-Instruct-v0.2,"New Jersey has gained 143,000 new private-sector jobs.",high,,,,,"New Jersey has gained 143,000 new private-sector jobs.",high,100,Verified,Data from the Bureau of Labor Statistics supports this claim.,True
958,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,Charlotte Nash,mistralai/Mistral-7B-Instruct-v0.2,The total amount of projects funded by the sales tax is $2.5 billion.,high,The projects funded by the sales tax were paid in cash.,medium,Paying in cash for the projects saved Gwinnett County more than $1 billion in interest payments.,high,The total amount of projects funded by the sales tax is $2.5 billion.,high,100,Verified,Supported by the provided statement,True
959,"Paul Ryan ""is one of only six House Republicans who voted for Teddy Kennedy's bill to force Christian employers to hire LGBT employees.""",Constitutional Rights PAC,mistralai/Mistral-7B-Instruct-v0.2,Paul Ryan voted for Teddy Kennedy's bill,high,The bill was about forcing Christian employers to hire LGBT employees,high,Paul Ryan is one of only six House Republicans who voted for the bill,high,Paul Ryan voted for Teddy Kennedy's bill,high,100,Verified,Constitutional Rights PAC stated that Paul Ryan voted for Teddy Kennedy's bill.,False
960,"""Yale study: Vaccinated people more likely to be infected than those without the jab.""",Instagram posts,mistralai/Mistral-7B-Instruct-v0.2,Yale conducted a study,high,The study found that vaccinated people are more likely to be infected,low,The study compared the infection rate between vaccinated and unvaccinated people,high,Yale conducted a study,high,30,Likely false,Contradicts numerous studies showing vaccines reduce infection rates,False
