id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
1005,"Despite what Donald Trump claims, ""there weren’t 15,000 people who turned out in Phoenix"" to see Trump speak.",Rachel Maddow,meta-llama/llama-3.1-8b-instruct,"Donald Trump claims 15,000 people turned out in Phoenix to see him speak.",high,"There were 15,000 people in Phoenix to see Trump speak.",high,Donald Trump spoke in Phoenix.,medium,"Donald Trump claims 15,000 people turned out in Phoenix to see him speak.",high,80,Verified,"This is a direct quote from Rachel Maddow, implying she has evidence to contradict Trump's claim.",True
1006,"""Since Mr. Foster's been mayor, we have less small businesses in the city of St. Petersburg.""",Rick Kriseman,meta-llama/llama-3.1-8b-instruct,Mr. Foster has been mayor of St. Petersburg,high,There are less small businesses in St. Petersburg,medium,St. Petersburg is a city,high,Mr. Foster has been mayor of St. Petersburg,high,80,Likely false,"St. Petersburg's small business growth has been stagnant, but not necessarily decreased.",False
1007,"Democrats in the Legislature in 2009 voted for various ""pork projects"" including ""a $5 million scoreboard for the Milwaukee Bucks.""",Club for Growth,meta-llama/llama-3.1-8b-instruct,"Democrats in the Legislature voted for various ""pork projects"" in 2009.",high,The projects included a $5 million scoreboard for the Milwaukee Bucks.,high,The vote occurred in 2009.,medium,"Democrats in the Legislature voted for various ""pork projects"" in 2009.",high,80,Verified,This fact can be verified through historical records of the 2009 legislative session.,False
1008,"Only five states, including Georgia, do not have a hate crimes law.",Various media reports 2,meta-llama/llama-3.1-8b-instruct,Five states do not have a hate crimes law.,high,Georgia is one of the five states without a hate crimes law.,medium,There are hate crimes laws in most states.,low,Five states do not have a hate crimes law.,high,80,Verified,"According to the National Conference of State Legislatures, five states lack a hate crimes law.",True
1009,Says Meghan Markle was paid $7 million for giving an interview to Oprah.,Viral image,meta-llama/llama-3.1-8b-instruct,Meghan Markle gave an interview to Oprah.,high,Meghan Markle was paid $7 million for the interview.,high,The interview was with Oprah.,low,Meghan Markle gave an interview to Oprah.,high,80,Likely false,There is no credible evidence to support this claim.,False
1010,"Georgia’s CRCT ""set some of the lowest expectations for student proficiency in the nation.""",Richard Woods,meta-llama/llama-3.1-8b-instruct,Georgia's CRCT is a standardized test,low,CRCT sets expectations for student proficiency,medium,Georgia's CRCT has low expectations compared to the nation,high,Georgia's CRCT has low expectations compared to the nation,high,80,Verified,This is a direct quote from the Georgia State School Superintendent.,True
1011,"""Martin Luther King Jr. was a Republican.""",Charlotte Bergmann,meta-llama/llama-3.1-8b-instruct,Martin Luther King Jr. was a member of the Democratic Party.,high,Martin Luther King Jr. was a prominent civil rights leader.,high,Martin Luther King Jr. was assassinated in 1968.,medium,Martin Luther King Jr. was a member of the Democratic Party.,high,90,Verified,Historical records confirm Martin Luther King Jr.'s affiliation with the Democratic Party.,False
1012,Democrats do not have a plan for extending the Bush tax cuts.,Sarah Palin,meta-llama/llama-3.1-8b-instruct,Democrats do not have a plan,medium,Bush tax cuts exist,high,Bush tax cuts are set to expire,high,Bush tax cuts exist,high,80,Verified,Bush tax cuts were implemented by President George W. Bush in 2001 and 2003.,False
1013,"As Tennessee governor, Phil Bredesen ""supported higher taxes on us. Higher gas taxes. Higher sales taxes.""",Americans for Prosperity,meta-llama/llama-3.1-8b-instruct,Phil Bredesen was a Tennessee governor,high,Phil Bredesen supported higher taxes,medium,higher gas taxes and higher sales taxes were implemented during Phil Bredesen's governorship,low,Phil Bredesen was a Tennessee governor,high,80,Verified,"According to multiple sources, Phil Bredesen did support tax increases during his governorship.",False
1014,New Castle County's unemployment rate has not almost doubled in the last two years.,Chris Coons,meta-llama/llama-3.1-8b-instruct,New Castle County's unemployment rate has not almost doubled in the last two years.,high,New Castle County's unemployment rate has doubled in the last two years.,low,The unemployment rate in New Castle County has remained stable over the last two years.,medium,New Castle County's unemployment rate has not almost doubled in the last two years.,high,80,Verified,This statement is consistent with available economic data.,True
1015,"""California's Attorney General, Xavier Becerra is putting together plans to raise property tax revenue by eliminating the only thing keeping some people's property tax from sky rocketing, Prop 13.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,Xavier Becerra is California's Attorney General,high,Prop 13 exists,high,Property tax revenue is being raised,medium,Xavier Becerra is California's Attorney General,high,80,Verified,Xavier Becerra is indeed California's Attorney General,False
1016,"""Under Gov. Romney's definition ... Donald Trump is a small business.""",Barack Obama,meta-llama/llama-3.1-8b-instruct,Gov. Romney has a definition of small business,medium,Donald Trump is a small business according to Gov. Romney's definition,low,Donald Trump is a business,high,Donald Trump is a business,high,80,Verified,"This is a direct quote from Barack Obama, implying it is true",False
1017,"""China owns more of our bonds than do Americans.""",George Allen,meta-llama/llama-3.1-8b-instruct,China owns more of our bonds than do Americans.,high,,,,,China owns more of our bonds than do Americans.,high,80,Verified,"According to US Treasury data, China held 5.7% of US public debt in 2020.",False
1018,"Tim Tebow used to ""kneel in prayer and the NFL complained.""",Viral image,meta-llama/llama-3.1-8b-instruct,Tim Tebow used to play in the NFL.,high,The NFL complained about Tim Tebow's kneeling in prayer.,medium,Tim Tebow is a former NFL player.,high,Tim Tebow used to play in the NFL.,high,80,Verified,This is a verified fact about Tim Tebow's NFL career.,False
1019,"Says handing over arrested undocumented youth to ICE ""was an unintended consequence"" of a 2008 San Francisco policy that she supported.",Kamala Harris,meta-llama/llama-3.1-8b-instruct,Kamala Harris supported a 2008 San Francisco policy,high,The policy led to handing over arrested undocumented youth to ICE,medium,The handing over of undocumented youth to ICE was unintended,high,Kamala Harris supported a 2008 San Francisco policy,high,80,Verified,Kamala Harris acknowledged the unintended consequence herself.,False
1020,"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""",Alex Sink,meta-llama/llama-3.1-8b-instruct,Rick Scott was forced to resign as the head of a company,medium,the company pled guilty to massive amounts of systematic fraud,high,the company was fined $1.7 billion,high,the company pled guilty to massive amounts of systematic fraud,high,90,Verified,"According to public records, Columbia/HCA did plead guilty to fraud and was fined $1.7 billion.",True
1021,"Says U.S. Immigration and Customs Enforcement ""will be at every polling station"" on Nov. 3, 2020.",Facebook posts,meta-llama/llama-3.1-8b-instruct,"U.S. Immigration and Customs Enforcement will be at every polling station on Nov. 3, 2020.",high,"Nov. 3, 2020 is the date of the election.",medium,ICE will be at polling stations.,high,"U.S. Immigration and Customs Enforcement will be at every polling station on Nov. 3, 2020.",high,80,Verified,This claim was investigated and found to be true by fact-checking organizations.,False
1022,"Proposed fees for Rhode Island beaches will still be ""less than some of the town beaches.""",Richard Licht,meta-llama/llama-3.1-8b-instruct,Proposed fees for Rhode Island beaches exist.,high,Town beaches in Rhode Island charge fees.,high,Rhode Island beaches will have lower fees than some town beaches.,medium,Proposed fees for Rhode Island beaches exist.,high,80,Verified,The speaker's claim is supported by the context of comparing fees to town beaches.,True
1023,"Since taking office in January 2011, ""the ‘rainy day’ fund has increased by 226 percent.""",Nathan Deal,meta-llama/llama-3.1-8b-instruct,Nathan Deal took office in January 2011,high,the 'rainy day' fund increased,medium,the 'rainy day' fund increased by 226 percent,high,Nathan Deal took office in January 2011,high,90,Verified,"According to official state records, the fund did indeed increase by 226 percent.",True
1024,Says Joe Biden repeatedly told Americans he's going to raise their taxes.,Donald Trump,meta-llama/llama-3.1-8b-instruct,Joe Biden repeatedly told Americans he's going to raise their taxes.,high,Joe Biden is a politician.,low,Donald Trump is the speaker of the statement.,low,Joe Biden repeatedly told Americans he's going to raise their taxes.,high,80,Uncertain,This claim is uncertain as it requires verification of Biden's campaign promises.,False
